# Rpp, Rff, Rpf_unl, Rfp_unl, Rff_bh_p, Rap, Rao, Rpa, Roa
4.085077059507712000e+15 3.592712743033885956e+06 -8.618563053862500000e+10 -7.910606200162500000e+10 3.555869634861103725e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.238445023178368000e+15 3.621824565965414047e+06 -8.887559948062500000e+10 -8.167107967340625000e+10 3.585304827564897016e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.396000045806080000e+15 3.651119702043652534e+06 -9.162731590500000000e+10 -8.429697416446875000e+10 3.614924479768853169e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.557813366957120000e+15 3.680598126520752907e+06 -9.444173544612500000e+10 -8.698470671650000000e+10 3.644728579197559040e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.723956674154752000e+15 3.710259476107716560e+06 -9.731981713162500000e+10 -8.973524187203125000e+10 3.674716761776436586e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.894502124500608000e+15 3.740103700700163841e+06 -1.002625276504375000e+11 -9.254955182031250000e+10 3.704888984853403643e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.069522318255936000e+15 3.770130415732026100e+06 -1.032708365553125000e+11 -9.542861151121875000e+10 3.735244858311558608e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.249090321561856000e+15 3.800339540356278419e+06 -1.063457200703750000e+11 -9.837340254796875000e+10 3.765784303576776292e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.433279640936256000e+15 3.830730663069128990e+06 -1.094881565621250000e+11 -1.013849085844375000e+11 3.796506898596424144e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.622164244251968000e+15 3.861303667786240578e+06 -1.126991303351875000e+11 -1.044641191800000000e+11 3.827412524276426062e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.815818536363328000e+15 3.892058110807061195e+06 -1.159796267875000000e+11 -1.076120248926875000e+11 3.858500721259760670e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.014317381793344000e+15 3.922993836469411850e+06 -1.193306365545625000e+11 -1.108296214962500000e+11 3.889771325453982223e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.217736076572416000e+15 3.954110364151358604e+06 -1.227531502842500000e+11 -1.141179046676875000e+11 3.921223835398641415e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.426150376051968000e+15 3.985407494121193886e+06 -1.262481630450625000e+11 -1.174778744967500000e+11 3.952858037419485860e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.639636462958976000e+15 4.016884704632878304e+06 -1.298166687925000000e+11 -1.209105298145000000e+11 3.984673383664411493e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.858270977297024000e+15 4.048541748060822487e+06 -1.334596651044375000e+11 -1.244168731146875000e+11 4.016669607064454816e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.082130983899776000e+15 4.080378057748079300e+06 -1.371781472212500000e+11 -1.279979043855625000e+11 4.048846109547730070e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.311294003153792000e+15 4.112393334836602211e+06 -1.409731132032500000e+11 -1.316546264439375000e+11 4.081202567321304232e+06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
