2	2.99367e-14
3	7.13227e-14
4	1.12709e-13
5	1.75031e-13
6	2.37354e-13
7	3.16106e-13
8	3.94857e-13
9	4.86349e-13
10	5.77841e-13
11	6.79079e-13
12	7.80318e-13
13	8.88893e-13
14	9.97469e-13
15	1.11144e-12
16	1.22540e-12
17	1.34318e-12
18	1.46095e-12
19	1.58125e-12
20	1.70155e-12
21	1.82331e-12
22	1.94507e-12
23	2.06743e-12
24	2.18979e-12
25	2.31204e-12
26	2.43429e-12
27	2.55585e-12
28	2.67742e-12
29	2.79782e-12
30	2.91822e-12
31	3.03708e-12
32	3.15594e-12
33	3.27294e-12
34	3.38994e-12
35	3.50485e-12
36	3.61975e-12
37	3.73235e-12
38	3.84496e-12
39	3.95511e-12
40	4.06526e-12
41	4.17285e-12
42	4.28044e-12
43	4.38538e-12
44	4.49031e-12
45	4.59254e-12
46	4.69477e-12
47	4.79424e-12
48	4.89372e-12
49	4.99044e-12
50	5.08715e-12
51	5.18109e-12
52	5.27503e-12
53	5.36621e-12
54	5.45739e-12
55	5.54583e-12
56	5.63427e-12
57	5.71999e-12
58	5.80572e-12
59	5.88876e-12
60	5.97181e-12
61	6.05222e-12
62	6.13263e-12
63	6.21045e-12
64	6.28827e-12
65	6.36355e-12
66	6.43883e-12
67	6.51163e-12
68	6.58443e-12
69	6.65479e-12
70	6.72516e-12
71	6.79315e-12
72	6.86114e-12
73	6.92682e-12
74	6.99250e-12
75	7.05592e-12
76	7.11935e-12
77	7.18057e-12
78	7.24180e-12
79	7.30090e-12
80	7.35999e-12
81	7.41701e-12
82	7.47403e-12
83	7.52903e-12
84	7.58404e-12
85	7.63708e-12
86	7.69013e-12
87	7.74128e-12
88	7.79242e-12
89	7.84173e-12
90	7.89103e-12
91	7.93855e-12
92	7.98607e-12
93	8.03186e-12
94	8.07765e-12
95	8.12176e-12
96	8.16587e-12
97	8.20835e-12
98	8.25084e-12
99	8.29175e-12
100	8.33266e-12
101	8.37205e-12
102	8.41144e-12
103	8.44935e-12
104	8.48727e-12
105	8.52375e-12
106	8.56024e-12
107	8.59535e-12
108	8.63045e-12
109	8.66422e-12
110	8.69799e-12
111	8.73047e-12
112	8.76294e-12
113	8.79417e-12
114	8.82539e-12
115	8.85541e-12
116	8.88542e-12
117	8.91427e-12
118	8.94311e-12
119	8.97082e-12
120	8.99854e-12
121	9.02515e-12
122	9.05177e-12
123	9.07733e-12
124	9.10289e-12
125	9.12742e-12
126	9.15196e-12
127	9.17550e-12
128	9.19904e-12
129	9.22163e-12
130	9.24421e-12
131	9.26587e-12
132	9.28753e-12
133	9.30829e-12
134	9.32905e-12
135	9.34895e-12
136	9.36884e-12
137	9.38790e-12
138	9.40695e-12
139	9.42519e-12
140	9.44344e-12
141	9.46089e-12
142	9.47835e-12
143	9.49505e-12
144	9.51175e-12
145	9.52771e-12
146	9.54367e-12
147	9.55892e-12
148	9.57417e-12
149	9.58873e-12
150	9.60330e-12
151	9.61719e-12
152	9.63109e-12
153	9.64433e-12
154	9.65758e-12
155	9.67021e-12
156	9.68283e-12
157	9.69485e-12
158	9.70687e-12
159	9.71830e-12
160	9.72973e-12
161	9.74060e-12
162	9.75146e-12
163	9.76177e-12
164	9.77209e-12
165	9.78187e-12
166	9.79165e-12
167	9.80091e-12
168	9.81018e-12
169	9.81894e-12
170	9.82771e-12
171	9.83599e-12
172	9.84426e-12
173	9.85207e-12
174	9.85988e-12
175	9.86723e-12
176	9.87459e-12
177	9.88150e-12
178	9.88841e-12
179	9.89489e-12
180	9.90137e-12
181	9.90743e-12
182	9.91350e-12
183	9.91916e-12
184	9.92482e-12
185	9.93009e-12
186	9.93536e-12
187	9.94025e-12
188	9.94514e-12
189	9.94966e-12
190	9.95418e-12
191	9.95834e-12
192	9.96250e-12
193	9.96632e-12
194	9.97013e-12
195	9.97361e-12
196	9.97708e-12
197	9.98023e-12
198	9.98338e-12
199	9.98621e-12
200	9.98904e-12
201	9.99156e-12
202	9.99408e-12
203	9.99629e-12
204	9.99851e-12
205	1.00004e-11
206	1.00024e-11
207	1.00040e-11
208	1.00056e-11
209	1.00070e-11
210	1.00084e-11
211	1.00095e-11
212	1.00106e-11
213	1.00114e-11
214	1.00122e-11
215	1.00128e-11
216	1.00134e-11
217	1.00137e-11
218	1.00141e-11
219	1.00141e-11
220	1.00142e-11
221	1.00141e-11
222	1.00139e-11
223	1.00136e-11
224	1.00132e-11
225	1.00126e-11
226	1.00120e-11
227	1.00112e-11
228	1.00104e-11
229	1.00094e-11
230	1.00083e-11
231	1.00071e-11
232	1.00059e-11
233	1.00045e-11
234	1.00030e-11
235	1.00014e-11
236	9.99981e-12
237	9.99800e-12
238	9.99619e-12
239	9.99419e-12
240	9.99220e-12
241	9.99003e-12
242	9.98785e-12
243	9.98550e-12
244	9.98315e-12
245	9.98063e-12
246	9.97811e-12
247	9.97543e-12
248	9.97274e-12
249	9.96989e-12
250	9.96705e-12
251	9.96404e-12
252	9.96103e-12
253	9.95787e-12
254	9.95471e-12
255	9.95140e-12
256	9.94809e-12
257	9.94463e-12
258	9.94118e-12
259	9.93758e-12
260	9.93398e-12
261	9.93024e-12
262	9.92650e-12
263	9.92262e-12
264	9.91875e-12
